,Variable,Cutoff,N,Events,% of Events,Non-Events,% of Non-Events,WoE,IV
4,IA,20,43,36,0.001522520617,7,0.001103404792,-0.3219665976,0.0001349412964
5,IA,25,73,62,0.002622118841,11,0.001733921816,-0.4135969205,0.0003673555544
6,IA,30,76,56,0.002368365405,20,0.00315258512,0.2860227746,0.0002243046987
7,IA,35,124,101,0.004271516177,23,0.003625472888,-0.1639841091,0.0001059408332
8,IA,40,179,139,0.005878621273,40,0.00630517024,0.07004771275,0.00002987877948
9,IA,45,210,160,0.0067667583,50,0.007881462799,0.152491382,0.0001699828296
10,IA,5,19,14,0.0005920913512,5,0.0007881462799,0.2860227746,0.00005607617468
11,IA,50,316,256,0.01082681328,60,0.009457755359,-0.1351906905,0.0001850838856
12,IA,55,401,318,0.01344893212,83,0.01308322825,-0.02756858322,0.00001008193768
13,IA,60,585,457,0.01932755339,128,0.02017654477,0.04298906479,0.00003649734513
14,IA,65,818,649,0.02744766335,169,0.02663934426,-0.02989181002,0.00002416212072
15,IA,70,1148,916,0.03873969127,232,0.03656998739,-0.05763680124,0.0001250547911
16,IA,75,1730,1370,0.05794036794,360,0.05674653216,-0.02081979561,0.00002485541706
17,IA,80,2818,2216,0.09371960245,602,0.09489281211,0.0124405892,0.00001459541934
18,IA,85,4046,3203,0.1354620427,843,0.1328814628,-0.01923399984,0.0000496348737
19,IA,90,6454,5026,0.2125607951,1428,0.2250945776,0.05729261656,0.0007180931925
20,IA,95,6865,5402,0.2284626771,1463,0.2306116015,0.009362058431,0.00002011835593
21,IA,Not Available,2312,1872,0.07917107211,440,0.06935687264,-0.1323457384,0.001298867476
0,NOB,Manufacturer,8213,6653,0.2813702686,1560,0.2459016393,-0.1347398677,0.004779038409
1,NOB,Retailer,7914,6157,0.2603933178,1757,0.2769546028,0.06166035504,0.00102117471
2,NOB,Service Provider and Others,4525,3378,0.1428631846,1147,0.1808007566,0.2355082115,0.008934609735
3,NOB,Trader - Retailer,3,2,0.00008458447875,1,0.000157629256,0.6224950112,0.00004547000943
4,NOB,Trader - Wholesaler/Distributor,7,6,0.0002537534362,1,0.000157629256,-0.4761172775,0.000045766383
5,NOB,Wholesaler/Distributor,7030,5690,0.240642842,1340,0.211223203,-0.1303984424,0.003836275103
6,NOB,nan,2297,1759,0.07439204906,538,0.08480453972,0.1310000072,0.001364036352
0,Entity,Others,80,71,0.003002748996,9,0.001418663304,-0.7498131079,0.001187768216
1,Entity,Partnership,2578,2196,0.09287375767,382,0.06021437579,-0.4333300023,0.01415229002
2,Entity,Private Limited,1444,1229,0.05197716219,215,0.03389029004,-0.4276758897,0.007735319139
3,Entity,Properitor,25887,20149,0.8521463311,5738,0.9044766709,0.05959824995,0.003118796667
0,DAU,0,129,67,0.002833580038,62,0.009773013871,1.238083957,0.008591601703
1,DAU,1-3,1750,1313,0.0555297103,437,0.06888398487,0.2155055126,0.002877919786
2,DAU,11-15,5591,4338,0.1834637344,1253,0.1975094578,0.07376945527,0.00103614536
3,DAU,16-20,5346,4301,0.1818989215,1045,0.1647225725,-0.09918847662,0.001703695895
4,DAU,21-25,4561,3759,0.1589765278,802,0.1264186633,-0.2291574439,0.00746087701
5,DAU,26-30,3595,3071,0.1298794671,524,0.08259773014,-0.4526246444,0.02140087938
6,DAU,4-6,4285,3212,0.1358426729,1073,0.1691361917,0.2192068593,0.007298167694
7,DAU,7-10,4732,3584,0.1515753859,1148,0.1809583859,0.1771839945,0.005206197305
0,D_Rank,0,15726,10972,0.4640304504,4754,0.749369483,0.4792819876,0.1367578587
1,D_Rank,1,4747,4051,0.1713258617,696,0.1097099622,-0.4457271911,0.02746388183
2,D_Rank,2,2842,2503,0.1058574752,339,0.05343631778,-0.6836029923,0.03583526004
3,D_Rank,3,1830,1618,0.06842884331,212,0.03341740227,-0.7167176312,0.02509331708
4,D_Rank,4,1305,1197,0.05062381053,108,0.01702395965,-1.089800287,0.03661712713
5,D_Rank,5,871,798,0.03374920702,73,0.01150693569,-1.076006965,0.02393283886
6,D_Rank,Greater than 5,2668,2506,0.1059843519,162,0.02553593947,-1.423204608,0.1144945513
0,Meeting_Sales,0,23496,18647,0.7886233876,4849,0.7643442623,-0.03127058536,0.0007592224605
1,Meeting_Sales,1,4578,3530,0.149291605,1048,0.1651954603,0.1012279067,0.001609913979
2,Meeting_Sales,2,1365,1061,0.04487206598,304,0.04791929382,0.06570275456,0.0002002112632
3,Meeting_Sales,Greater than Equal to 3,550,407,0.01721294143,143,0.02254098361,0.2696736366,0.001436832511
0,Meeting_Production,1,9925,7934,0.3355466272,1991,0.3138398487,-0.06687810525,0.001451708218
1,Meeting_Production,2,12525,9900,0.4186931698,2625,0.413776797,-0.01181166933,0.00005807057019
2,Meeting_Production,3,5293,4124,0.1744131952,1169,0.1842686003,0.0549673081,0.0005417250871
3,Meeting_Production,4,1586,1191,0.05037005709,395,0.06226355612,0.2119793873,0.002521176636
4,Meeting_Production,Greater than equal to 5,657,494,0.02089236625,163,0.02569356873,0.2068568754,0.0009931617422
5,Meeting_Production,Not Available,3,2,0.00008458447875,1,0.000157629256,0.6224950112,0.00004547000943
0,Broad_Industry,Consumer Focused Segment,7677,5877,0.2485514908,1800,0.2837326608,0.132382429,0.004657368738
1,Broad_Industry,Industrial Segments,6634,5446,0.2303235356,1188,0.1872635561,-0.2069679815,0.008912037046
2,Broad_Industry,Other B2B Category,9263,7326,0.3098329457,1937,0.3053278689,-0.01464708817,0.00006598625712
3,Broad_Industry,Other Consumer Focused Segment,6410,4993,0.2111651512,1417,0.2233606557,0.05614722095,0.0006847436882
4,Broad_Industry,nan,5,3,0.0001268767181,2,0.000315258512,0.9101770837,0.0001714607917
0,Bank,AXIS Bank,3601,2826,0.1195178685,775,0.1221626734,0.02188765787,0.00005788858525
1,Bank,Bank Of Maharashtra,305,227,0.009600338338,78,0.01229508197,0.247401001,0.0006666822712
2,Bank,Bank of Baroda,1936,1487,0.06288855995,449,0.07077553594,0.118149133,0.0009318393756
3,Bank,Bank of Maharashtra,76,47,0.001987735251,29,0.004571248424,0.83279042,0.002151525021
4,Bank,Canara Bank,1471,1177,0.04977796574,294,0.04634300126,-0.07150214816,0.0002456073393
5,Bank,HDFC BANK,1,1,0.00004229223937,0,0.00007881462799,0.6224950112,0.00002273500471
6,Bank,HDFC Bank,6103,5042,0.2132374709,1061,0.1672446406,-0.2429487774,0.01117390189
7,Bank,ICICI,4066,3354,0.1418481709,712,0.1122320303,-0.2341888392,0.006935769588
8,Bank,IDBI,794,618,0.02613660393,176,0.02774274905,0.05963772934,0.00009578684802
9,Bank,IDFC Bank,588,429,0.01814337069,159,0.0250630517,0.3230894751,0.002235676105
10,Bank,Indian Bank,459,362,0.01530979065,97,0.01529003783,-0.001291041559,0.00000002550171462
11,Bank,IndusInd Bank,894,669,0.02829350814,225,0.0354665826,0.2259585338,0.001620817387
12,Bank,Indusind Bank,1,1,0.00004229223937,0,0.00007881462799,0.6224950112,0.00002273500471
13,Bank,Kotak Mahindra Bank,2739,2072,0.08762951998,667,0.1051387137,0.1821626343,0.00318952086
14,Bank,Others,2075,1554,0.06572213999,521,0.08212484237,0.2228047026,0.003654599226
15,Bank,Punjab National Bank,1088,847,0.03582152675,241,0.03798865069,0.0587384306,0.0001272934594
16,Bank,STATE BANK OF INDIA,1,0,0.00002114611969,1,0.000157629256,2.008789372,0.0002741658737
17,Bank,State Bank of India,1537,1221,0.05163882428,316,0.04981084489,-0.03604106876,0.00006588233063
18,Bank,Union Bank,1573,1203,0.05087756397,370,0.05832282472,0.1365714814,0.00101681029
19,Bank,YES Bank,681,508,0.0214844576,173,0.02726986129,0.2384523387,0.001379543039
0,A_Rank,0,7033,3850,0.1628251216,3183,0.5017339218,1.125393192,0.3814056564
1,A_Rank,1-3,7678,6053,0.2559949249,1625,0.256147541,0.0005959906354,0.00000009095773801
2,A_Rank,4-6,6121,5296,0.2239796997,825,0.1300441362,-0.5436815195,0.05107102992
3,A_Rank,7-10,4834,4335,0.1833368577,499,0.07865699874,-0.8462286017,0.08858309066
4,A_Rank,Greater than 10,4323,4111,0.1738633961,212,0.03341740227,-1.64919312,0.2316225668
0,RAG,-1,1443,1073,0.04537957285,370,0.05832282472,0.2509314548,0.003247869021
1,RAG,-2,639,488,0.02063861281,151,0.02380201765,0.1426066227,0.0004511224805
2,RAG,0,6167,4648,0.1965743286,1519,0.2394388398,0.1972573958,0.00845534186
3,RAG,1,10183,8018,0.3390991753,2165,0.3412673392,0.006373538997,0.00001381887728
4,RAG,2,11513,9390,0.3971241277,2123,0.3346469105,-0.1711729187,0.01069440763
5,RAG,Not Found,44,28,0.001184182702,16,0.002522068096,0.7560264038,0.001011476683
0,BL NI-30 Days,0,19961,15616,0.6604356101,4345,0.6848991173,0.03637192081,0.000889784747
1,BL NI-30 Days,1,1595,1277,0.05400718968,318,0.0501261034,-0.07457528149,0.0002894331015
2,BL NI-30 Days,2,1149,902,0.03814759992,247,0.03893442623,0.02041600833,0.00001606385258
3,BL NI-30 Days,3,1000,793,0.03353774582,207,0.03262925599,-0.02746223661,0.00002494916277
4,BL NI-30 Days,4,761,597,0.02524846691,164,0.02585119798,0.02359150619,0.00001421933391
5,BL NI-30 Days,5,567,458,0.01936984563,109,0.0171815889,-0.1198791101,0.0002623262696
6,BL NI-30 Days,6,478,383,0.01619792768,95,0.01497477932,-0.07851590582,0.00009603660153
7,BL NI-30 Days,7,399,313,0.01323747092,86,0.01355611602,0.02378629748,0.000007579386925
8,BL NI-30 Days,8,334,272,0.01150348911,62,0.009773013871,-0.1630254895,0.0002821115728
9,BL NI-30 Days,Greater than 8,3745,3034,0.1283146543,711,0.112074401,-0.1353225383,0.002197672293
0,Ticket Count,0,22695,18533,0.7838020723,4162,0.6560529634,-0.1779150071,0.02272848361
1,Ticket Count,1,5484,3924,0.1659547473,1560,0.2459016393,0.3932164713,0.03143643478
2,Ticket Count,2,1382,923,0.03903573694,459,0.0723518285,0.6170631673,0.02055813298
3,Ticket Count,3,288,182,0.007697187566,106,0.01670870113,0.7750745988,0.006984595264
4,Ticket Count,4,97,55,0.002326073166,42,0.006620428752,1.045978625,0.00449180415
5,Ticket Count,5,32,23,0.0009727215056,9,0.001418663304,0.3773725532,0.000168286195
6,Ticket Count,6,6,3,0.0001268767181,3,0.000472887768,1.315642192,0.000455226736
7,Ticket Count,7,3,2,0.00008458447875,1,0.000157629256,0.6224950112,0.00004547000943
8,Ticket Count,8,2,0,0.00002114611969,2,0.000315258512,2.701936553,0.0007946730234
0,Products Added,0,14342,11183,0.4729541129,3159,0.4979508197,0.05150294554,0.001287404026
1,Products Added,1,3540,2796,0.1182491013,744,0.1172761665,-0.008261876757,0.000008038267687
2,Products Added,10,344,264,0.01116515119,80,0.01261034048,0.1217197233,0.0001759080398
3,Products Added,11,311,249,0.0105307676,62,0.009773013871,-0.07467631966,0.00005658625997
4,Products Added,2,2221,1811,0.07659124551,410,0.06462799496,-0.1698351064,0.00203177993
5,Products Added,3,1515,1206,0.05100444069,309,0.0487074401,-0.04608090863,0.000105847874
6,Products Added,4,1233,988,0.0417847325,245,0.03861916772,-0.07878229544,0.0002493904601
7,Products Added,5,878,676,0.02858955382,202,0.03184110971,0.1077168131,0.0003502472385
8,Products Added,6,756,591,0.02499471347,165,0.02600882724,0.03977164826,0.00004033297608
9,Products Added,7,622,502,0.02123070417,120,0.01891551072,-0.1154661851,0.0002673265552
10,Products Added,8,522,410,0.01733981814,112,0.01765447667,0.01798390336,0.00000565878855
11,Products Added,9,416,342,0.01446394587,74,0.01166456494,-0.2151034521,0.0006021565002
12,Products Added,Greater than 11,3289,2627,0.1111017128,662,0.1043505675,-0.06269004199,0.0004232295867
0,Products Deleted,0,27344,21538,0.9108902516,5806,0.9151954603,0.004715240459,0.00002030009396
1,Products Deleted,1,885,694,0.02935081413,191,0.03010718789,0.0254436593,0.00001924491647
2,Products Deleted,2,377,311,0.01315288645,66,0.0104035309,-0.2344959784,0.0006447128196
3,Products Deleted,3,217,177,0.007485726369,40,0.00630517024,-0.1716280867,0.0002026165898
4,Products Deleted,Greater than 3,1166,925,0.03912032142,241,0.03798865069,-0.02935461226,0.00003321975541
